"id"	"name"	"country"	"compatibility"	"category"	"updated_date"	"size"	"seller"	"rated"	"requirements"	"bundleid"	"average_current"	"total_current"	"average_all"	"total_all"	"current1"	"current2"	"current3"	"current4"	"current5"	"all1"	"all2"	"all3"	"all4"	"all5"	"fullrank_id"	"created_at"	"updated_at"
50	"8 Ball Pool™"	"United States"	" Universal"	" Games"	" Mar 31, 2015"	" 47.2 MB"	" Miniclip SA"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.miniclip.8ballpoolmult"	"4.7"	"2,454"	"4.6"	"196,137"	"(1,999)"	"(312)"	"(64)"	"(32)"	"(47)"	"(148,360)"	"(28,326)"	"(7,889)"	"(3,575)"	"(7,987)"	148	"2015-04-01 12:51:28.323400"	"2015-04-01 12:51:28.323400"
51	"Dropbox"	"United States"	" Universal"	" Productivity"	" Mar 26, 2015"	" 66.1 MB"	" Dropbox, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.getdropbox.Dropbox"	"3.8"	"120"	"3.7"	"45,294"	"(68)"	"(11)"	"(11)"	"(11)"	"(19)"	"(21,829)"	"(7,227)"	"(4,792)"	"(3,467)"	"(7,979)"	151	"2015-04-01 12:51:40.108626"	"2015-04-01 12:51:40.108626"
52	"Viber"	"United States"	" iPhone, iPod touch"	" Social Networking"	" Apr 01, 2015"	" 68.3 MB"	" Viber Media Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.viber"	"4.2"	"68"	"4.4"	"130,928"	"(45)"	"(10)"	"(3)"	"(3)"	"(7)"	"(90,785)"	"(19,729)"	"(6,626)"	"(3,450)"	"(10,338)"	154	"2015-04-01 12:51:52.228223"	"2015-04-01 12:51:52.228223"
53	"Candy Crush Saga"	"United States"	" Universal"	" Games"	" Apr 01, 2015"	" 42.9 MB"	" King.com Limited"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.midasplayer.apps.candycrushsaga"	""	""	"4.1"	"696,283"	""	""	""	""	""	"(399,629)"	"(141,930)"	"(61,801)"	"(34,234)"	"(58,689)"	157	"2015-04-01 12:52:04.123631"	"2015-04-01 12:52:04.123631"
54	"Chrome - web browser by Google"	"United States"	" Universal"	" Utilities"	" Mar 27, 2015"	" 54.7 MB"	" Google, Inc."	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.google.chrome.ios"	"2.8"	"180"	"3.5"	"46,333"	"(59)"	"(11)"	"(16)"	"(28)"	"(66)"	"(21,336)"	"(5,216)"	"(4,458)"	"(4,256)"	"(11,067)"	160	"2015-04-01 12:52:19.531069"	"2015-04-01 12:52:19.531069"
55	"Vine"	"United States"	" iPhone, iPod touch"	" Photo and Video"	" Mar 27, 2015"	" 25.5 MB"	" VINE LABS INC"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.vine.iphone"	"3.9"	"351"	"3.9"	"63,900"	"(208)"	"(40)"	"(32)"	"(16)"	"(55)"	"(34,902)"	"(10,183)"	"(5,828)"	"(3,392)"	"(9,595)"	163	"2015-04-01 12:52:31.818851"	"2015-04-01 12:52:31.818851"
56	"Calorie Counter & Diet Tracker by MyFitnessPal"	"United States"	" Universal"	" Health and Fitness"	" Mar 29, 2015"	" 79.4 MB"	" MyFitnessPal LLc"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.myfitnesspal.mfp"	"4.8"	"2,043"	"4.7"	"443,291"	"(1,709)"	"(265)"	"(41)"	"(12)"	"(16)"	"(367,767)"	"(50,204)"	"(9,327)"	"(5,232)"	"(10,761)"	166	"2015-04-01 12:52:43.588400"	"2015-04-01 12:52:43.588400"
57	"Musify - Free Music Streamer and Media Player for Jamendo®. Download Now!"	"United States"	" Universal"	" Music"	" Mar 29, 2015"	" 11.3 MB"	" Royal CS Ltd"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.royaldevs.soundtubefree2"	"4.6"	"521"	"4.6"	"521"	"(412)"	"(56)"	"(23)"	"(14)"	"(16)"	"(412)"	"(56)"	"(23)"	"(14)"	"(16)"	169	"2015-04-01 12:52:55.047518"	"2015-04-01 12:52:55.047518"
58	"The Weather Channel and weather.com - local forecasts, radar, and storm tracking"	"United States"	" iPhone, iPod touch"	" Weather"	" Mar 26, 2015"	" 42.7 MB"	" The Weather Channel"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.weather.TWC"	"4.1"	"687"	"3.5"	"419,461"	"(376)"	"(157)"	"(48)"	"(39)"	"(67)"	"(168,460)"	"(76,841)"	"(61,551)"	"(35,914)"	"(76,695)"	172	"2015-04-01 12:53:07.007948"	"2015-04-01 12:53:07.007948"
59	"Despicable Me: Minion Rush"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 92.7 MB"	" Gameloft"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.gameloft.despicableme2"	"4.4"	"1,835"	"4.7"	"400,219"	"(1,328)"	"(224)"	"(102)"	"(59)"	"(122)"	"(331,258)"	"(36,802)"	"(12,508)"	"(7,145)"	"(12,506)"	175	"2015-04-01 12:53:18.829653"	"2015-04-01 12:53:18.829653"
60	"eBay"	"United States"	" iPhone, iPod touch"	" Lifestyle"	" Mar 31, 2015"	" 41.2 MB"	" eBay Inc."	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.ebay.iphone"	"3.9"	"942"	"3.9"	"223,064"	"(519)"	"(154)"	"(65)"	"(54)"	"(150)"	"(117,616)"	"(36,953)"	"(29,032)"	"(13,413)"	"(26,050)"	178	"2015-04-01 12:53:30.518652"	"2015-04-01 12:53:30.518652"
61	"myAT&T"	"United States"	" iPhone, iPod touch"	" Utilities"	" Mar 26, 2015"	" 19.0 MB"	" AT&T Services, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.att.osd.myWireless"	"2.1"	"871"	"3.1"	"92,061"	"(166)"	"(42)"	"(38)"	"(68)"	"(557)"	"(32,609)"	"(11,498)"	"(12,300)"	"(8,379)"	"(27,275)"	181	"2015-04-01 12:53:42.211365"	"2015-04-01 12:53:42.211365"
62	"Yelp"	"United States"	" Universal"	" Travel"	" Mar 30, 2015"	" 41.5 MB"	" Yelp, Inc."	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.yelp.yelpiphone"	"3.3"	"39"	"3.8"	"193,809"	"(18)"	"(4)"	"(1)"	"(3)"	"(13)"	"(90,194)"	"(36,959)"	"(22,922)"	"(16,241)"	"(27,493)"	184	"2015-04-01 12:53:55.281184"	"2015-04-01 12:53:55.281184"
63	"Shazam"	"United States"	" Universal"	" Music"	" Mar 26, 2015"	" 36.2 MB"	" Shazam Entertainment Limited"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.shazam.Shazam"	"4.6"	"216"	"3.7"	"387,927"	"(174)"	"(24)"	"(4)"	"(2)"	"(12)"	"(197,440)"	"(52,675)"	"(41,164)"	"(25,087)"	"(71,561)"	187	"2015-04-01 12:54:07.098477"	"2015-04-01 12:54:07.098477"
64	"94%"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 29.7 MB"	" SCIMOB"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.scimob.94percent"	"4.5"	"617"	"4.6"	"2,398"	"(428)"	"(105)"	"(48)"	"(12)"	"(24)"	"(1,765)"	"(406)"	"(137)"	"(40)"	"(50)"	190	"2015-04-01 12:54:18.786705"	"2015-04-01 12:54:18.786705"
65	"LinkedIn"	"United States"	" Universal"	" Social Networking"	" Mar 27, 2015"	" 66.0 MB"	" LinkedIn Corporation"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.linkedin.LinkedIn"	"4.1"	"608"	"3.4"	"57,266"	"(356)"	"(117)"	"(45)"	"(32)"	"(58)"	"(20,443)"	"(11,221)"	"(7,678)"	"(6,278)"	"(11,646)"	193	"2015-04-01 12:54:31.588269"	"2015-04-01 12:54:31.588269"
66	"Beats Music"	"United States"	" Universal"	" Music"	" Mar 26, 2015"	" 16.7 MB"	" Beats Music, LLC."	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.beatsmusic.BeatsMusic"	"4.4"	"5,411"	"4.1"	"15,702"	"(3,765)"	"(781)"	"(316)"	"(184)"	"(365)"	"(9,764)"	"(2,093)"	"(1,139)"	"(785)"	"(1,921)"	196	"2015-04-01 12:54:44.049578"	"2015-04-01 12:54:44.049578"
67	"Fitbit"	"United States"	" iPhone, iPod touch"	" Health and Fitness"	" Mar 30, 2015"	" 18.1 MB"	" Fitbit, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.fitbit.FitbitMobile"	"3.6"	"1,038"	"4.0"	"38,566"	"(440)"	"(213)"	"(91)"	"(101)"	"(193)"	"(21,338)"	"(8,004)"	"(2,551)"	"(2,162)"	"(4,511)"	199	"2015-04-01 12:54:56.022757"	"2015-04-01 12:54:56.022757"
68	"ZEDGE™ Ringtones & Wallpapers"	"United States"	" Universal"	" Entertainment"	" Mar 30, 2015"	" 9.0 MB"	" Zedge Holdings Inc"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.zedge.Zedge"	"2.6"	"17"	"4.2"	"7,155"	"(6)"	"(1)"	"(0)"	"(1)"	"(9)"	"(4,560)"	"(1,087)"	"(449)"	"(303)"	"(756)"	202	"2015-04-01 12:55:07.985782"	"2015-04-01 12:55:07.985782"
69	"Wallapop"	"United States"	" Universal"	" Lifestyle"	" Mar 31, 2015"	" 13.7 MB"	" SECONDHANDING NETWORKS SL"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.secondhanding.WallaPop"	"4.6"	"167"	"4.5"	"235"	"(130)"	"(19)"	"(6)"	"(4)"	"(8)"	"(178)"	"(25)"	"(9)"	"(6)"	"(17)"	205	"2015-04-01 12:55:19.666460"	"2015-04-01 12:55:19.666460"
70	"Google Translate"	"United States"	" Universal"	" Reference"	" Mar 26, 2015"	" 23.4 MB"	" Google, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.google.Translate"	"4.0"	"86"	"3.6"	"24,162"	"(53)"	"(7)"	"(7)"	"(7)"	"(12)"	"(11,840)"	"(3,189)"	"(2,086)"	"(1,467)"	"(5,580)"	208	"2015-04-01 12:55:31.819134"	"2015-04-01 12:55:31.819134"
71	"Temple Run 2"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 53.1 MB"	" Imangi Studios, LLC"	"Rated 9+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.imangi.templerun2"	"4.3"	"1,027"	"4.3"	"241,338"	"(677)"	"(153)"	"(74)"	"(65)"	"(58)"	"(160,665)"	"(36,142)"	"(18,544)"	"(10,622)"	"(15,365)"	211	"2015-04-01 12:55:43.702602"	"2015-04-01 12:55:43.702602"
72	"QR Reader for iPhone"	"United States"	" iPhone, iPod touch"	" Utilities"	" Mar 28, 2015"	" 38.0 MB"	" TapMedia Ltd"	"Rated 12+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad 2 Wi-Fi, iPad 2 Wi-Fi + 3G, iPad Wi-Fi (3rd generation), iPad Wi-Fi + Cellular (3rd generation), iPad Wi-Fi (4th generation), iPad Wi-Fi + Cellular (4th generation), iPad mini Wi-Fi, iPad mini Wi-Fi + Cellular, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPod touch (4th generation), and iPod touch (5th generation). This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.TapMediaLtd.QRReader"	"4.2"	"6"	"3.9"	"12,272"	"(4)"	"(1)"	"(0)"	"(0)"	"(1)"	"(7,076)"	"(1,819)"	"(569)"	"(466)"	"(2,342)"	214	"2015-04-01 12:55:55.437577"	"2015-04-01 12:55:55.437577"
73	"Google Drive - free online storage from Google"	"United States"	" Universal"	" Productivity"	" Mar 31, 2015"	" 41.0 MB"	" Google, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.google.Drive"	"4.8"	"193"	"3.9"	"23,677"	"(171)"	"(16)"	"(5)"	"(0)"	"(1)"	"(12,875)"	"(3,668)"	"(2,071)"	"(1,549)"	"(3,514)"	217	"2015-04-01 12:56:06.918722"	"2015-04-01 12:56:06.918722"
74	"Expresser Keyboard"	"United States"	" iPhone, iPod touch"	" Utilities"	" Mar 26, 2015"	" 20.1 MB"	" HAIRIC LLC"	"Rated 4+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.rickey.smileykeyboard"	"4.2"	"101"	"4.1"	"156"	"(69)"	"(12)"	"(4)"	"(2)"	"(14)"	"(105)"	"(16)"	"(9)"	"(3)"	"(23)"	220	"2015-04-01 12:56:18.558597"	"2015-04-01 12:56:18.558597"
75	"Jelly Jump"	"United States"	" Universal"	" Games"	" Mar 30, 2015"	" 43.5 MB"	" Ketchapp"	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.ketchapp.jellyjump"	"4.6"	"4,769"	"4.6"	"18,998"	"(3,741)"	"(596)"	"(239)"	"(100)"	"(93)"	"(14,379)"	"(2,616)"	"(1,076)"	"(431)"	"(496)"	223	"2015-04-01 12:56:31.392472"	"2015-04-01 12:56:31.392472"
76	"Free Music on iPhone - Listen to Youtube Music, Radio, Playlist, MP3 & Video Clip in Audio Streaming Player"	"United States"	" iPhone, iPod touch"	" Entertainment"	" Mar 30, 2015"	" 58.6 MB"	" Vladi Mik"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.vladimik.musicbomb"	"4.6"	"647"	"4.6"	"1,918"	"(454)"	"(130)"	"(47)"	"(6)"	"(10)"	"(1,391)"	"(346)"	"(124)"	"(21)"	"(36)"	226	"2015-04-01 12:56:43.164208"	"2015-04-01 12:56:43.164208"
77	"Snap Upload (Send photos & videos to snapchat)"	"United States"	" Universal"	" Utilities"	" Mar 27, 2015"	" 6.7 MB"	" ZHIHONG YANG"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.bravoapp.snapup"	"3.2"	"817"	"4.4"	"3,011"	"(389)"	"(34)"	"(53)"	"(52)"	"(289)"	"(2,427)"	"(98)"	"(82)"	"(65)"	"(339)"	229	"2015-04-01 12:56:54.648296"	"2015-04-01 12:56:54.648296"
78	"Tango - Free Text, Video & Voice Calling"	"United States"	" Universal"	" Social Networking"	" Apr 01, 2015"	" 68.3 MB"	" TangoMe, Inc."	"Rated 17+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.sgiggle.Tango"	"4.1"	"80"	"4.4"	"65,447"	"(49)"	"(10)"	"(7)"	"(6)"	"(8)"	"(45,309)"	"(10,502)"	"(3,876)"	"(1,973)"	"(3,787)"	232	"2015-04-01 12:57:06.674854"	"2015-04-01 12:57:06.674854"
79	"RetailMeNot Coupons"	"United States"	" iPhone, iPod touch"	" Lifestyle"	" Mar 28, 2015"	" 25.4 MB"	" RetailMeNot, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.whaleshark.retailmenot"	"4.6"	"331"	"4.6"	"12,139"	"(261)"	"(42)"	"(9)"	"(10)"	"(9)"	"(9,081)"	"(2,044)"	"(418)"	"(180)"	"(416)"	235	"2015-04-01 12:57:19.498109"	"2015-04-01 12:57:19.498109"
80	"Bible"	"United States"	" Universal"	" Reference"	" Mar 20, 2015"	" 33.5 MB"	" LifeChurch.tv"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" tv.lifechurch.bible"	"4.9"	"3,712"	"4.7"	"750,204"	"(3,363)"	"(261)"	"(42)"	"(17)"	"(29)"	"(627,391)"	"(65,185)"	"(22,307)"	"(11,844)"	"(23,477)"	238	"2015-04-01 12:57:31.515367"	"2015-04-01 12:57:31.515367"
81	"Pic Collage - Add photo, video, text, animated GIF effects with image editors, filters, layouts, and templates. Happy Easter!"	"United States"	" Universal"	" Photo and Video"	" Mar 30, 2015"	" 41.6 MB"	" Cardinal Blue Software, Inc"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.cardinalblue.PicCollage"	"4.7"	"214"	"4.8"	"94,754"	"(177)"	"(26)"	"(6)"	"(1)"	"(4)"	"(81,860)"	"(8,938)"	"(1,992)"	"(745)"	"(1,219)"	241	"2015-04-01 12:57:43.387729"	"2015-04-01 12:57:43.387729"
82	"Tinder"	"United States"	" iPhone, iPod touch"	" Lifestyle"	" Mar 31, 2015"	" 21.7 MB"	" Tinder Inc."	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.cardify.tinder"	"1.8"	"10,269"	"3.6"	"85,479"	"(1,118)"	"(626)"	"(655)"	"(486)"	"(7,384)"	"(33,715)"	"(21,007)"	"(10,529)"	"(3,942)"	"(16,286)"	244	"2015-04-01 12:57:55.363641"	"2015-04-01 12:57:55.363641"
83	"Bank of America - Mobile Banking"	"United States"	" iPhone, iPod touch"	" Finance"	" Mar 31, 2015"	" 33.0 MB"	" Bank of America"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5 and iPhone 6."	" com.bankofamerica.BofA"	"3.4"	"58"	"3.3"	"96,126"	"(11)"	"(22)"	"(13)"	"(5)"	"(7)"	"(37,132)"	"(12,583)"	"(11,441)"	"(8,176)"	"(26,794)"	247	"2015-04-01 12:58:07.412373"	"2015-04-01 12:58:07.412373"
84	"ooVoo – Free Video Call, Text and Voice"	"United States"	" Universal"	" Social Networking"	" Mar 31, 2015"	" 23.6 MB"	" oovoo LLC"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.oovoo.iphone.free"	"4.7"	"1,113"	"4.3"	"97,350"	"(917)"	"(105)"	"(39)"	"(17)"	"(35)"	"(66,434)"	"(13,255)"	"(6,765)"	"(3,666)"	"(7,230)"	250	"2015-04-01 12:58:20.297471"	"2015-04-01 12:58:20.297471"
85	"Google Earth"	"United States"	" Universal"	" Travel"	" Dec 29, 2014"	" 27.9 MB"	" Google, Inc."	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.google.b612"	"3.5"	"4,858"	"3.7"	"445,021"	"(2,190)"	"(637)"	"(596)"	"(497)"	"(938)"	"(194,033)"	"(75,680)"	"(72,996)"	"(41,241)"	"(61,071)"	253	"2015-04-01 12:58:31.843247"	"2015-04-01 12:58:31.843247"
86	"Chase Mobile℠"	"United States"	" iPhone, iPod touch"	" Finance"	" Mar 26, 2015"	" 20.6 MB"	" JPMorgan Chase Bank, NA"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.chase"	"3.1"	"954"	"3.8"	"102,548"	"(284)"	"(150)"	"(141)"	"(142)"	"(237)"	"(56,069)"	"(15,010)"	"(8,524)"	"(5,481)"	"(17,464)"	256	"2015-04-01 12:58:43.558282"	"2015-04-01 12:58:43.558282"
87	"Timehop"	"United States"	" iPhone, iPod touch"	" Social Networking"	" Mar 27, 2015"	" 19.0 MB"	" DOUBLEDUB INC"	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.timehop.ios.Timehop"	"4.6"	"2,263"	"4.2"	"18,126"	"(1,701)"	"(374)"	"(93)"	"(49)"	"(46)"	"(11,320)"	"(3,038)"	"(1,237)"	"(897)"	"(1,634)"	259	"2015-04-01 12:58:55.965372"	"2015-04-01 12:58:55.965372"
88	"Photo Grid - Collage Maker & FX Editor"	"United States"	" Universal"	" Photo and Video"	" Mar 26, 2015"	" 38.1 MB"	" KS Mobile, Inc."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.YunFang.PhotoGrid"	"4.9"	"1,951"	"4.7"	"21,334"	"(1,788)"	"(133)"	"(17)"	"(7)"	"(6)"	"(17,223)"	"(3,001)"	"(580)"	"(211)"	"(319)"	262	"2015-04-01 12:59:07.707547"	"2015-04-01 12:59:07.707547"
89	"My Verizon Mobile"	"United States"	" Universal"	" Utilities"	" Mar 25, 2015"	" 8.2 MB"	" Verizon Wireless"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.vzw.hss.myverizon"	"2.3"	"98"	"2.3"	"6,349"	"(18)"	"(10)"	"(11)"	"(8)"	"(51)"	"(1,276)"	"(546)"	"(530)"	"(750)"	"(3,247)"	265	"2015-04-01 12:59:19.319215"	"2015-04-01 12:59:19.319215"
90	"Walmart - Savings Catcher, Shopping and Pharmacy App"	"United States"	" iPhone, iPod touch"	" Lifestyle"	" Mar 26, 2015"	" 21.6 MB"	" Walmart"	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.walmart.electronics"	"1.7"	"25"	"3.1"	"59,092"	"(0)"	"(0)"	"(6)"	"(5)"	"(14)"	"(19,948)"	"(6,387)"	"(7,664)"	"(7,400)"	"(17,693)"	268	"2015-04-01 12:59:31.046798"	"2015-04-01 12:59:31.046798"
91	"Wells Fargo Mobile"	"United States"	" iPhone, iPod touch"	" Finance"	" Mar 26, 2015"	" 11.9 MB"	" Wells Fargo Bank"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.wf.mobilebanking"	"2.6"	"158"	"3.0"	"35,747"	"(35)"	"(13)"	"(22)"	"(25)"	"(63)"	"(11,801)"	"(4,326)"	"(4,595)"	"(3,687)"	"(11,338)"	271	"2015-04-01 12:59:42.734528"	"2015-04-01 12:59:42.734528"
92	"Sniper 3D Assassin: Shoot to Kill - by Fun Games For Free"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 93.6 MB"	" Fun Games For Free"	"Rated 17+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.fungames.sniper3d"	"4.8"	"56,881"	"4.8"	"101,022"	"(49,819)"	"(3,960)"	"(1,498)"	"(861)"	"(743)"	"(88,748)"	"(7,080)"	"(2,555)"	"(1,403)"	"(1,236)"	274	"2015-04-01 12:59:54.556665"	"2015-04-01 12:59:54.556665"
93	"InstaSize - Post Entire Photos on Social Media"	"United States"	" iPhone, iPod touch"	" Photo and Video"	" Mar 18, 2015"	" 34.0 MB"	" Munkee Apps L.L.C."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" InstaSize"	"4.6"	"513"	"4.0"	"4,401"	"(394)"	"(72)"	"(26)"	"(8)"	"(13)"	"(2,552)"	"(684)"	"(352)"	"(281)"	"(532)"	277	"2015-04-01 13:00:11.302782"	"2015-04-01 13:00:11.302782"
94	"Starbucks"	"United States"	" iPhone, iPod touch"	" Food and Drink"	" Mar 28, 2015"	" 22.7 MB"	" Starbucks Coffee Company"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.starbucks.mystarbucks"	"2.3"	"108"	"3.7"	"128,873"	"(14)"	"(16)"	"(13)"	"(15)"	"(50)"	"(65,177)"	"(18,118)"	"(13,869)"	"(10,527)"	"(21,182)"	280	"2015-04-01 13:00:23.199804"	"2015-04-01 13:00:23.199804"
95	"Flipagram"	"United States"	" Universal"	" Photo and Video"	" Mar 26, 2015"	" 29.2 MB"	" Flipagram, Inc."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.flipagram.flipagram"	"4.3"	"18"	"4.7"	"55,173"	"(13)"	"(1)"	"(1)"	"(2)"	"(1)"	"(46,759)"	"(5,062)"	"(1,302)"	"(722)"	"(1,328)"	283	"2015-04-01 13:00:35.153567"	"2015-04-01 13:00:35.153567"
96	"Diamond Quest!"	"United States"	" Universal"	" Games"	" Mar 29, 2015"	" 64.2 MB"	" Storm8 Studios LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.puzzleheroes"	"4.5"	"215"	"4.5"	"215"	"(151)"	"(35)"	"(14)"	"(5)"	"(10)"	"(151)"	"(35)"	"(14)"	"(5)"	"(10)"	286	"2015-04-01 13:00:47.475083"	"2015-04-01 13:00:47.475083"
